"name.keyword: Descending",Count
"CHRISTIAN CARE MINISTRIES",2
"CHRISTIAN CENTER FELLOWSHIP INC",2
"CHRISTIAN CHARITABLE CHILDRENS FUND OF KAZAKHSTAN TITIANA CORPORATION",2
"CHRISTIAN CONNECTION INC",2
"CHRISTIAN COUNSELING MINISTRIES OF BRAZOSPORT",2
"CHRISTIAN DEAF FELLOWSHIP",2
"CHRISTIAN DEBT COUNSELING CENTERS INC",2
"CHRISTIAN ENDOWMENT FOUNDATION INC",2
"CHRISTIAN EVANGELISTIC ASSEMBLIES INC",2
"CHRISTIAN GOLF FOUNDATION OF AMERICA",2
"CHRISTIAN HELPLINES INC",2
"CHRISTIAN INTERNATIONAL NETWORK OF CHURCHES INC",2
"CHRISTIAN JENSEN FAMILY ORGANIZATION",2
"CHRISTIAN LABOR ASSOCIATION OF THE UNITED STATES",2
"CHRISTIAN LEGAL SOCIETY OF WEST MICHIGAN",2
"CHRISTIAN LIFE ACADEMY FOR SPECIAL STUDENTS INC",2
"CHRISTIAN LIFE CENTER OF AVON",2
"CHRISTIAN MARK PERRY FOUNDATION INC",2
"CHRISTIAN MEDIATION NORTHWEST",2
"CHRISTIAN MISSION FOR THE BLIND AND THE VISUALLY IMPAIRED",2
"CHRISTIAN NATION CENTER",2
"CHRISTIAN RADIO MINISTRIES",2
"CHRISTIAN RUNNERS OF SACRAMENTO",2
"CHRISTIAN SATELLITE NETWORK INC",2
"CHRISTIAN SCHOOL OUTREACH INC",2
"CHRISTIAN SCIENCE SOCIETY PIEDMONT CALIFORNIA",2
"CHRISTIAN SINGING HILLS INC",2
"CHRISTIAN SPANISH BAPTIST CHURCH",2
"CHRISTIAN VOICES IN UNITY INC",2
"CHRISTIAN WOMENS JOB CORPS OF BIBB COUNTY",2
"CHRISTIANS FOR INTERNATIONAL SOLIDARITY INC",2
"CHRISTINA WILLIAMS FOUNDATION FOR FAMILIES",2
"CHRISTINE CARMICHIEL MINISTRIES INC",2
"CHRISTINE HISTORICAL SOCIETY",2
"CHRISTMAS IN APRIL OF CHARLOTTESVILLE",2
"CHRISTMAS IN APRIL TUSCALOOSA COUNTY INC",2
"CHRISTMAS IN APRIL-BROOKLYN INC",2
"CHRISTMAS WISH ORG",2
"CHRISTOPHER HATTIE SCHOLARSHIP FUND",2
"CHRISTOPHER HOME COMPANY",2
"CHRISTOPHER RYAN SWARTOUT FOUNDATION",2
"CHRISTOS FOUNDATION",2
"CHRISTS HAVEN OF REST",2
"CHRISTS MISSION",2
"CHRISTS WAY COMMUNITY CHURCH",2
"CHRYSALIS A CHANGE AGENT FOR EDUCATION",2
"CHRYSALIS REPERTORY DANCE COMPANY",2
"CHUCK SCHOFIELD LAW ENFORCEMENT SCHOLARSHIP FUND",2
"CHUGIAK HIGH SCHOOL SOCCER BOOSTER CLUB INC",2
"CHURCH AND COMMUNITY COALITION OF GREATER LAWRENCE INC",2
"CHURCH CHRISTIAN",2
"CHURCH HEALTH EDUCATION RESOURCE UNION BEL",2
"CHURCH OF GOD-THE BIBLE COMMENTARY",2
"CHURCH OF RECOVERY INC",2
"CHURCH OF THE AIR INC",2
"CHURCH OF THE MASTER",2
"CHURCH OF THE SAVIOR ST AUGUSTINE INC",2
"CHURCH WOMEN UNITED IN GEORGIA",2
"CHURCH WOMEN UNITED IN GEORGIA ALANTA",2
"CHURCH WOMEN UNITED IN GEORGIA ATHENS",2
"CHURCH WOMEN UNITED IN TEXAS",2
"CHURCHILL DOWNS NATIONAL BACKSIDE COMMUNITY FUND TRUST",2
"CIBOLO VALLEY ALCOHOL & DRUG ABUSE COUNCIL",2
"CINCINNATI 2012 INC",2
"CINCINNATI CARE UNIT ALUMNI ASSOC",2
"CINCINNATI CHARITIES FOR CHILDREN INC",2
"CINCINNATI COALITION FOR PEOPLEWITH DISABILITIES INC",2
"CINCINNATI HOPE INC",2
"CINCINNATI LANDING OF ALWAYS A RIVER INC",2
"CINCINNATI LUPUS GROUP INC",2
"CINCINNATI MINORITY SUPPLIER DEVELOPMENT COUNCIL INC",2
"CINCINNATI OHIO RUSSIAN EXCHANGE FOUNDATION INC",2
"CINCINNATI PC USER GROUP",2
"CINCINNATI RUGBY FOOTBALL CLUB INC",2
"CINCINNATI SPORTS ACADEMY",2
"CINCINNATI STINGRAY BOOSTER ORGANIZATION",2
"CINCO DE MAYO ASSOCIATION",2
"CINEMAKIDD INC",2
"CINEMATIC IMAGES FOUNDATION",2
"CINFED FEDERAL CREDIT UNION",2
"CINNAMON PRE-SCHOOL AND DAY CARE CENTER",2
"CIRCLE K INTERNATIONAL",2
"CIRCLE OF FRIENDS INC",2
"CIRCLE OF H O P E INC",2
"CIRCLE OF HOPE",2
"CIRCLE OF LOVE FELLOWSHIP",2
"CIRCLES OF LIGHT DEVELOPMENT FUND",2
"CIRCUIT AGAINST PRISON ESCAPEES INC",2
"CIRCUS MILLENNIA",2
"CIRRUS DANCE & ARTS",2
"CITICENTRE DANCE THEATRE INC",2
"CITIES OF REFUGE - KANSAS CITY INC",2
"CITIZENS ADVOCATING A RETURN TO EXCELLENCE",2
"CITIZENS AGAINST ROAD RAGE INC",2
"CITIZENS ALLIANCE FOR REGULATORY EDUCATION AND ADVISEMENT",2
"CITIZENS COMMUNITY COUNCIL OF WASHINGTON COUNTY UTAH",2
"CITIZENS FIRST FOUNDATION",2
"CITIZENS FOR ASBESTOS REFORM INC",2
"CITIZENS FOR BALDWIN CITY",2
"CITIZENS FOR COMMUNITY ACTION DISTRICT 6 INC JOSEPH E LEE COMMUN",2
"CITIZENS FOR CULTURAL ARTS",2
"CITIZENS FOR ESTRELLA MOUNTIAN PARK INC",2
"CITIZENS FOR MODERATE GROWTH INC",2
"CITIZENS FUND",2
"CITIZENS TO PROTECT OUR SCHOOLS HEALTH CARE AND PUBLIC SAFETY",2
"CITIZENS UNITED AGAINST RIVERWALK INC",2
"CITIZENS UTILITY ALLIANCE OF WASHINGTON",2
"CITRONENBAUM FOUNDATION",2
"CITRUS HEIGHTS TEEN UNITY TEAM",2
"CITRUS HILLS CABLE TV INC",2
"CITY CAB COMPANY-YOUTH AND SCHOLARSHIP FUND CORPORATION",2
"CITY OF BROWNWOOD TEXAS",2
"CITY OF DOWAGIAC POLICE ATHLETIC LEAGUE INC",2
"CITY OF HARTSHORNE CITIZENS FOR THE FUTURE FUND",2
"CITY OF RIPON AN INCORPORATED MUNICIPALITY",2
"CITY OF SIOUX FALLS LIBRARY BUILDING CORPORATION",2
"CITY OF SPRINGFIELD",2
"CITY OF TONGANOXIE FIRE AUXILIARY ASSOCIATION",2
"CITY STREETS FOUNDATION",2
"CITY WATCH",2
"CITY WIDE NEIGHBORHOOD DEVELOPMENT CORPORATION",2
"CITY YOUTH ADVENTURES",2
"CITYCHARITIES ORG",2
"CITYLIFE YOUTH FOUNDATION INC",2
"CITYSKILLS INC",2
"CIVIC AND CONVENTION CENTER YES INC",2
"CIVIC AND POLITICAL ACTION ASSOC MATOACA MAGISTERIAL DIST CAPAAMD",2
"CIVIC ASSOCIATION OF NORTH PORT INC",2
"CIVIC IMPROVEMENT CLUB INC",2
"CIVIL AIR PATROL",2
"CIVIL SEVICE EMPLOYEE ASSOCIATION",2
"CIVIL WAR ASSOCIATES",2
"CLACKAMAS YOUTH FOOTBALL",2
"CLAREMORE GRACE WORSHIP CENTER",2
"CLARK LITTLE FEET DAY CARE ASSOCIATION",2
"CLARKSTON LODGE NO 2512 LOYAL ORDER OF MOOSE",2
"CLASSBRAINTRUST INC",2
"CLASSIC AMERICAN THEATRE OF PASO ROBLES",2
"CLASSIC HUD INC",2
"CLAVIN FOUNDATION FOR EPILEPSY AWARENESS",2
"CLAY COUNTY CONSOLIDATED CHILDRENS CHARITIES INC",2
"CLAY COUNTY CRACKER DAY ASSOCIATION INC",2
"CLAY COUNTY SOFTBALL ASSOCIATION INC",2
"CLAYTON BUSINESS & COMMUNITY ASSOCIATION",2
"CLAYTON CHAMBER OF COMMERCE",2
"CLD COALITION INC",2
"CLEAN AIR SAFE ENVIRONMENT -CASE- INITIATIVES",2
"CLEANSING SPRINGS MINISTRY INC",2
"CLEAR CHOICES",2
"CLEAR LAKE LODGE NO 2525 LOYAL ORDER OF MOOSE",2
"CLEARBROOK FIRST AID & RESCUE SQUAD",2
"CLEARFIELD EMPLOYEES ASSOCIATES",2
"CLEARLINK ORG",2
"CLEARWATER RESOURCE COALITION INC",2
"CLENTON WHITEHURST FOUNDATION",2
"CLEVELAND ACADEMY OF MATH SCIENCE AND TECHNOLOGY INC",2
"CLEVELAND COUNTY TEA COALITION",2
"CLEVELAND LITTLE DRIBBLERS",2
"CLEVELAND POLICE PATROLMENS SOCIAL CLUB INC",2
"CLEVELAND TRUCKING ASSOCIATION INC",2
"CLIFFORD J & GRACE M TAYLOR EDUCATIONAL SCHOLARSHIP TR FUND",2
"CLIFTON TR UW EDWARD SPENCER WHITEHEAD JR",2
"CLINICA MOBIL INC",2
"CLINICAL DEVELOPMENTAL INSTITUTE INC",2
"CLINTON COUNTY HERB GUILD",2
"CLINTON PARKS AND RECREATION COMMITTEE",2
"CLIPPER CITY DART ORGANIZATION INC",2
"CLOPTON CEMETERY ASSOCIATION INC",2
"CLOUD 9ERS FLYING CLUB INC",2
"CLOVER VALLEY TRAP AND SKEET CLUB",2
"CLOVERPORT COMMUNITY VOLUNTEER FIRE DEPARTMENT INCORPORATED",2
"CLOVIS HIGH SCHOOL BAND BOOSTERS ASSOCIATION INC",2
"CLOVIS POLICE ACTIVITIES LEAGUE",2
"CLUB AMERICA INC",2
"CLUB LAKEVIEW INC",2
"CLUB LOS PAN AMERICANISTAS DE SAN FRANCISCO",2
"CLUB OF COLONIAL DAMES",2
"CLUBHOUSE ENRICHMENT CENTER",2
"CMCONCEPTS INC",2
"CMI AMERICAN FOUNDATION INC",2
"CMM APPLICATIONS GROUP OF WEST MICHIGAN",2
"COAH COMMUNITY DEVELOPMENT CORPORATION",2
"COALITION FOR A TOBACCO FREE MIDLANDS",2
"COALITION FOR ADOLESCENT PREGNANCY PREVENTION",2
"COALITION FOR ANIMALS AND ANIMAL RESEARCH",2
"COALITION FOR EXCELLENCE IN SCIENCE EDUCATION",2
"COALITION FOR FIRE RESCUE TECHNOLOGY INC",2
"COALITION FOR HEALTH & WELFARE OF SYRACUSE AND ONONDAGA COUNTY INC",2
"COALITION FOR HEALTHY KOREAN AMERICANS INC",2
"COALITION FOR INDIAN HOUSING AND DEVELOPMENT",2
"COALITION FOR LEGAL SERVICES INC",2
"COALITION FOR LEGISLATIVE ACTION",2
"COALITION FOR PROJECT DELIVERY",2
"COALITION FOR PURPA REFORM",2
"COALITION FOR QUALITY ELDER CARE",2
"COALITION FOR THE ADVANCEMENT OF MICHIGAN TOOLING INDUSTRIES",2
"COALITION OF HISPANIC AMERICAN WOMEN INC",2
"COALITION OF MONTANANS CONCERNED WITH DISABILITIES",2
"COALITION OF PROGRESSIVE PROFESSIONALS INC",2
"COALITION ON AGING GALVESTON COUNTY",2
"COALITION WORKS",2
"COASTAL AIDS NETWORK INC",2
"COASTAL EXPRESS",2
"COASTAL LAND TRUST",2
"COASTAL OPERATIONS INSTITUTE INC",2
"COASTAL PRESBYTERIAN CHURCH",2
"COASTAL YOUTH SPORTS INC",2
"COCONINO COMMUNITY FOOD BANK",2
"CODE BLUE",2
"CODE BLUE CITIZENS PATROL ASSOCIATION INC",2
"COEUR DALENE MAYORS COMM ON EMPLYMT FOR PPLE WITH DSBLTS & OLDR WRKERS",2
"COI FOUNDATION INC",2
"COLD SPRING CONSTRUCTION CO",2
"COLD SPRING EMPLOYEES HELP OUR OWN FUND",2
"COLDWATER CHAPT NO 751 WOMEN OF THE MOOSE",2
"COLEMAN MANOR INC",2
"COLGATE PALMOLIVE CHARITABLE FOUNDATION",2
"COLINS PARK INC",2
"COLLABORATING AGENCIES RESPONDING TO DISASTERS OF SAN MATEO COUNTY",2
"COLLEGE HORIZONS",2
"COLLEGE OF TAO SCIENCE & TRADITION",2
"COLLEGE OF TEXAS MEDIATORS",2
"COLLIE RESCUE OF NORTHERN CALIFORNIA",2
"COLLIER PHILLIPS MEMORIAL SCHOLARSHIP FUND",2
"COLOMA PRE-SCHOOL",2
"COLOMBIA THE WAY IT IS",2
"COLOMBIA UNIDA",2
"COLONIAL DODGE INC VOLUNTARY EMPLOYEE BENEFIT TRUST",2
"COLOR VISION FOUNDATION",2
"COLORADO ARCHAEOLOGICAL SOCIETY",2
"COLORADO CHALLENGE INC",2
"COLORADO COMMUNITY OASIS CO2 INC",2
"COLORADO LEADERSHIP ALLIANCE",2
"COLUMBIA BASIN ROCKHOUND CLUB INC ROYAL CITY BRANCH",2
"COLUMBIA CITY HOTEL CORPORATION",2
"COLUMBIA CORP OF ST PETERSBURG INC",2
"COLUMBIA COUNTY EXTENSION HOMEMAKERS COUNCIL",2
"COLUMBIA GORGE ARTS AND CULTURE COUNCIL INC",2
"COLUMBIAN ASSOCIATION",2
"COLUMBIAN CEMETERY ASSN",2
"COLUMBIAN LAWYERS ASSOCIATION OF WESTCHESTER COUNTY INC",2
"COLUMBUS AVENUE COMMITTEE INC",2
"COLUMBUS COMMUNITY SERVICE SYSTEM",2
"COLUMBUS DENTAL VETERANS GROUP",2
"COLUMBUS DISCOVERIES NINETEEN-NINETY TWO INC",2
"COLUMBUS HOSPITAL CORPORATION",2
"COLUMBUS PUPPETRY GUILD INC",2
"COLUMBUS YOUTH CORPS",2
"COLVILLE FOURSQUARE CHURCH",2
"COMANCHE CULTURAL COMPACT INC",2
"COMBAT WOUNDED VETERANS OF LOUISIANA",2
"COME AND HELP MINISTRIES INC",2
"COMFORT EMERGENCY MEDICAL SERVICE ASSOCIATION INC",2
"COMFORT GIVERS INC",2
"COMIN HOME COMMUNITY FOUNDATION INC TT",2
"COMING OF AGE",2
"COMITE DE VOLUNTARIOS",2
"COMMERCE STREET ART WAREHOUSE",2
"COMMERCIAL CASUALTY UNDERWRITING ASSOCIATION",2
"COMMISSIONED INTERNATIONAL CHURCH",2
"COMMITMENT TO RECOVERY INC",2
"COMMITTEE FOR QUALITY EDUCATION INC",2
"COMMITTEE FOR THE ADVANCEMENT OF BLACK HIGHER EDUCATION INC",2
"COMMITTEE FOR THE EDUCATION OF RECENT IMMIGRANTS INC",2
"COMMITTEE FOR TITLE XI VESSEL FINANCING",2
"COMMITTEE ON LESBIAN AND GAY HISTORY",2
"COMMITTEE TO AID UKRAINE OF NORTHERN CALIFORNIA",2
"COMMONWEALTH EDUCATION LEADERSHIP FUND",2
"COMMONWEALTH EMERGENCY MEDICAL SERVICES INC",2
"COMMONWEALTH ORLANDO CORPORATION",2
"COMMONWEALTH THEATRE COMPANY INC",2
"COMMONWOMAN INC",2
"COMMUNICATOR MINISTRIES INC C/O FIRST BAPTIST CHURCH",2
"COMMUNITIES BY CHOICE INC",2
"COMMUNITIES FOR YOUTH ON THE EDGE OF SUCCESS INC",2
"COMMUNITY ACTION NETWORK",2
"COMMUNITY ADULT DAY SERVICES",2
"COMMUNITY ADVISORY BOARD OF THE RIDGE STREET CENTER INC",2
"COMMUNITY ALLIANCE PROJECT INC",2
"COMMUNITY ASSOCIATES OF MELROSE INC",2
"COMMUNITY BASED TRAINING CENTER INC",2
"COMMUNITY BOTANICAL GARDENS FOUNDATION",2
"COMMUNITY BUILDERS NETWORK INC",2
"COMMUNITY BUILDING IN HOWARD COUNTY INC",2
"COMMUNITY CATALYSTS",2
"COMMUNITY CELEBRATIONS INC",2
"COMMUNITY CENTER OF HOPE",2
"COMMUNITY CHILD AID INC",2
"COMMUNITY CHRISTIAN CENTER",2
"COMMUNITY CHRISTIAN CHURCH",2
"COMMUNITY CHURCH CONNECTION INC",2
"COMMUNITY CONCERNED CITIZENS INC",2
"COMMUNITY CONCERT ASSOCIATION OF SOUTHWESTERERN MICHIGAN",2
"COMMUNITY CONNECTION CENTER",2
"COMMUNITY CREDIT UNION OF WAUSAU",2
"COMMUNITY DEVELOPMENT HOUSING FOUNDATION",2
"COMMUNITY EDUCATION PROJECT",2
"COMMUNITY FAMILY SOUP KITCHEN",2
"COMMUNITY FIRE FOUNDATION",2
"COMMUNITY FITNESS CENTER",2
"COMMUNITY FOR KIDS",2
"COMMUNITY GRACE",2
"COMMUNITY GROWTH INSTITUTE",2
"COMMUNITY HEALTH AWARENESS TEAM",2
"COMMUNITY HEALTH CHARITIES OF NORTHEAST FLORIDA INC",2
"COMMUNITY HEALTH FOUNDATION OF CENTRAL FLORIDA INC",2
"COMMUNITY HOUSE FOR WOMEN AUXILLARY",2
"COMMUNITY HOUSING CORPORATION",2
"COMMUNITY HOUSING INC",2
"COMMUNITY HOUSING RESOURCES BOARD OF ST PETERSBURG INC",2
"COMMUNITY HOUSING SERVICES INC",2
"COMMUNITY IN UNITY ORGANIZATION",2
"COMMUNITY INCLUSION FACILITATION INC",2
"COMMUNITY JUSTICE FOUNDATION",2
"COMMUNITY LAW ENFORCEMENT VOLUNTEER RESERVES LTD",2
"COMMUNITY LIGHT",2
"COMMUNITY LOVE CENTER OF FORT WALTON BEACH",2
"COMMUNITY MEDICAL CLINIC",2
"COMMUNITY NETWORK AFRICAN AMERICAN TELECOMMUNICATION PROFESSIONALS OF",2
"COMMUNITY OF JOY",2
"COMMUNITY OF ORGANIZED PARENTS",2
"COMMUNITY OPPORTUNITIES GROUP",2
"COMMUNITY ORGANIZATION FOR PORTUGUESE AMERICANS INC",2
"COMMUNITY ORGANIZED PREVENTION EFFORT COPE",2
"COMMUNITY OUTREACH PROGRAM & SERVICES",2
"COMMUNITY PARTNERS FOR THE AGING- DISABLED OF SOUTHEASTER KY INC",2
"COMMUNITY PARTNERSHIP SERVICES INC",2
"COMMUNITY PREVENTION SERVICES",2
"COMMUNITY PROGRAM OF OUR FATHERS HOUSE INC",2
"COMMUNITY RESOURCES HOLDING CO INC",2
"COMMUNITY RESOURCES NETWORK OF ARKANSAS INC",2
"COMMUNITY REVIVAL CORPORATION",2
"COMMUNITY SERVICES NETWORK INC",2
"COMMUNITY SHARES OF IDAHO INC",2
"COMMUNITY STRENGTH FOUNDATION",2
"COMMUNITY TECHNOLOGY RESOURCE CENTER CTRC INC",2
"COMMUNITY YOUTH BUILDERS",2
"COMMUNITY YOUTH CHORALE OF BILLINGS INC",2
"COMMUNITY-BUILT PLAYGROUND INC",2
"COMMUNITYCARE INC",2
"COMPANION RESOURCES INC",2
"COMPANY B 262 ENGINEER NCO CLUB",2
"COMPANY L REUNION ASSOCIATION",2
"COMPANY OF WOMEN INC",2
"COMPASSION MINISTRIES",2
"COMPASSIONATE FOUNDATION INC",2
"COMPASSIONATE FREINDS INC",2
"COMPUTER ENTERTAINMENT FOR THE HANDICAPPED A NON PROFIT",2
"COMPUTERS FOR AFRICA INC",2
"COMPUTERS FOR CANCER CORPORATION",2
"COMUNIDAD LATINOS UNIDOS INC",2
"CONCERN INC",2
"CONCERNED ACTORS NETWORK INC",2
"CONCERNED CHRISTIAN MEN INC",2
"CONCERNED CITIZENS & BUSINESS OF CENTRAL KENTUCKY INC",2
"CONCERNED GRANDPARENTS ORGANIZATION INC",2
"CONCERNED HEALTHCARE CONSUMERS OF NW DAKOTA",2
"CONCERNED MINISTRIES INC",2
"CONCERNS OF POLICE SURVIVORS",2
"CONCHO VALLEY FIRE FIGHTERS ASSOCIATION",2
"CONCORD ALTERNATIVE RESIDENCE INC",2
"CONCORDIA VILLAGE",2
"CONDOMINIUMS AND TOWNHOUSES OF CHERRY HILL INC",2
"CONEY ISLAND USA INC",2
"CONFEDERATED CHETCO TRIBE OF SOUTHERN OREGON",2
"CONFESSING PRESBYTERIAN CHURCHES INC",2
"CONFLICT RESOLUTION & MEDIATION INC",2
"CONFRERIE DE-LA-CHAINE DES ROTISSEURS LTD",2
"CONFRERIE DU SABRE D OR INC",2
"CONGREGATION BAIS ZLOTCHEV",2
"CONGREGATION ZICHRON PINCHES C/O ZALMEN GLAUBER",2
"CONGRESS OF COMMUNITY ORGANIZATIONS",2
"CONGRESSIONAL WINE FOUNDATION",2
"CONNECT MICHIGAN INC",2
"CONNECTICUT AMITY OF REIKI PRACTITIONERS INC",2
"CONNECTICUT JAYCEES INC COVENTRY JAYCEES INC",2
"CONNECTICUT SHORELINE RESPECT FOR LIFE COUNCIL",2
"CONNECTICUT TRAUMA COLITION INC",2
"CONNEXIONS COMMUNITY LEARNING AND LEADERSHIP FOUNDATION INC",2
"CONNIE M PATE MEMORIAL SCHOLARSHIP FUND",2
"CONRAD COMMUNITY CENTER INC",2
"CONSELHO SUPREMO DA UNIAO PORTUGUEZA DO ESTADO DA CALIFORNIA",2
"CONSERVE OUR OLD PRISON INC",2
"CONSOLA RICCITELLI SQUADERS POST 17 INC",2
"CONSOLIDATED RESOURCES FOR AID & RELIEF",2
"CONSORTIUM FOR INTERNATIONAL EARTH SCIENCE INFORMATION NETWORK",2
"CONSORTIUM FOR THE ADVANCEMENT OF CHIROPRACTIC EDUCATION AND SCIENCE",2
"CONSTRUCTION MANAGEMENT ASSOCIATION OF AMERICA INC",2
"CONSTRUCTION SAFETY & HEALTH INSTITUTE",2
"CONSUMER AND RETAILER EDUCATION COALITION",2
"CONSUMER CHOICE FUND INC",2
"CONSUMER INTEREST RESEARCH INSTITUTE",2
"CONSUMER JUSTICE CENTER",2
"CONSUMER PRODUCTS MANUFACTURERS ASSOCIATIONS INC",2
"CONSUMING FIRE INC",2
"CONTACT POINT PRUDUCTIONS INC",2
"CONTINENT OF AMERICA KNIGHTS OF MALTA",2
"CONTINUING ADVOCACY ON ROADS TO RECOVERY SERVICES",2
"CONTNEY FAMILY CHARITABLE TRUST A PRIVATE FOUNDATION",2
"CONTRACTORS BENEFIT TRUST FOR THE EMPLOYEES OF CHESTERFIELD ASSOC",2
"CONTRARY PARTNERS FOR PRESERVATION INC",2
"COOK INLET SEINERS INC",2
"COOKE COUNTY UNITED WAY INC",2
"COON HUNTERS ASSOCIATION INC- HABERSHAM COUNTY",2
"COOPER BURIAL ASSOCIATION",2
"COOPERATIVE AND HUMAN DEVELOPMENT FOUNDATION INTERNATIONAL",2
"COOPERATIVE EXTENSION ASSOC IN THE STATE OF NEW YORK",2
"COOPERATIVE VILLAGE HEALTH DRIVE",2
"COOPERSTOWN CHRISTIAN ACTIVITES FUND",2
"COORDINATED CARE SERVICES",2
"COORDINATING COUNCIL OF WIDOWED SERVICES/SOUTHEASTERN MI INC",2
"COOS COUNTY AERO SQUADRON INC",2
"COPE COMMUNITY OUTREACH PREVENTION & EDUCATION",2
"COPES FOUNDATION",2
"COPPER STATE JAM INC",2
"COQUILLE INDIAN TRIBE INC",2
"CORAL HARBOR APARTMENTS INC A DELAWARE CORPORATION",2
"CORE EXPERIENCE",2
"CORINTHIAN BAPTIST CHURCH",2
"CORNERSTONE BOYS HOME",2
"CORNERSTONE CHRISTIAN SCHOOL INC",2
"CORNERSTONE CHRISTIAN WORSHIP",2
"CORNERSTONE COMMUNITY SERVICES INC",2
"CORNERSTONE METROPOLITAN BAPTIST CHURCH",2
"CORNERSTONE MONTESSORI ACADEMY OF OHIO",2
"CORPORATION FOR CLEAN AIR",2
"CORPORATION FOR SOUTHERN HERITAGE PRESERVATION",2
"CORPUS CHRISTI BEACH ASSOCIATION INC",2
"CORPUS CHRISTI INDUSTRIAL FOUNDATION",2
"CORRINE ANDERSON APPRENTICE ALLIANCE",2
"CORVALLIS-BENTON COUNTY ECONOMIC DEVELOPMENT PARTNERSHIP INC",2
"CORVETTE CLUB OF COLUMBUS INDIANA INC",2
"COSHOCTON CITY SCHOOLS FOUNDATION",2
"COSMETOLOGISTS HAIRDRESSERS AND NAIL TECHNICIANS INC",2
"COSMOPOLITAN CLUB",2
"COSTAS CURE",2
"COTTON WESLEY & POCHE FOUNDATION INC",2
"COTTONWOOD HEALTHCARE CORPORATION",2
"COUNCIL BLUFFS HEBREW CEMETERY ASSOCIATION TRUST",2
"COUNCIL FOR US LANDCARE INITIATIVE INC",2
"COUNCIL OF STATE GOVERNMENT",2
"COUNCIL ON EDUCATION",2
"COUNCIL ON SPIRITUAL PRACTICES",2
"COUNCIL TO COMBAT TEEN CRUELTY",2
"COUNCILS OF GOVERMENTS OF BEAVER & BUTLER COUNTIES",2
"COUNSELING ASSOCIATES OF CONCORD",2
"COUNSELING CENTER INC",2
"COUNTRY DANCE AND SONG SOCIETY INC",2
"COUNTRY HEIGHTS PLAYGROUND ASSOCIATION INC",2
"COUNTRYSIDE MALL MERCHANTS ASSOCIATION INC",2
"COUNTS CEMETERY ASSN INC",2
"COUNTY DOWN FOUNDATION",2
"COUNTY OF CLAY",2
"COUNTY OF SANDERS",2
"COURIER COOPERATIVE",2
"COURT APPOINTED SPECIAL ADVOCATES OF HILL COUNTY INC",2
"COURT STREET ALLIANCE CHURCH",2
"COURTHOUSE CENTRE TOASTMASTERS",2
"COURTHOUSE RESTORATION 3-28-93 INC",2
"COUSHATTA MUSEUM INC",2
"COVEDALE SHARE A HOME ASSOCIATION",2
"COVENANT COMMUNITY ACADEMY INC",2
"COVENANT COMMUNITY CHURCHES",2
"COVENANT COMMUNITY CREDIT UNION",2
"COVENANT COUNSELING CENTER",2
"COVENANT LIFE FOUNDATION",2
"COVINA HISPANIC FOURSQUARE CHURCH",2
"COX ARBORETUM ASSOCIATES INC",2
"COX TRANSPORTATION SERVICE INC EMPLOYEES HEALTH TR",2
"CPM CITY OF HOPE INC",2
"CPPAX EDUCATION FUND INC",2
"CPR COLUMBUS PROJECT RESOURCES",2
"CRAIG YOUTH CENTER INC",2
"CRAWFORD COMMUNITY",2
"CRAWFORD FAMILY FOUNDATION",2
"CRAWFORD MISSIONARY FOUNDATION",2
"CRAZY CREEK SOARING SOCIETY INC",2
"CREATE INC",2
"CREATING HOPE & OPPORTUNITY BY INVESTING IN CHILDRENS EDUCATION",2
"CREATING PREFERRED FUTURES",2
"CREATION HOUSE INC",2
"CREATIVE ACADEMICS INC",2
"CREATIVE ALTERNATIVES FOUNDATION",2
"CREATIVE ARTS EDUCATION FUND",2
"CREATIVE ASCENT",2
"CREATIVE ATTENTION SEEKING THESPIANS",2
"CREATIVE FAMILY CONNECTIONS INC",2
"CREATIVE LIFE FOR HUMANITARY ARTS SOCIETY INC RFD 6 WAREHAM RD",2
"CREATIVE RESEARCH ASSOCIATES INC",2
"CREATIVE RESOURCE CENTER",2
"CREATIVE TECHNICAL SCIENCE STUDY FOUNDATION",2
"CREATIVE UNITY YOUTH ARTIST FOUNDAT ION",2
"CREATIVE VOICE FOUNDATION A NEW JERSEY NON PROFIT CORPORATION",2
"CREATIVITY UNLIMITED",2
"CREATURES GREAT & SMALL",2
"CREDIT UNION EXECUTIVES SOCIETY",2
"CREDIT UNIONS CHARTERED IN THE STATE OF UTAH",2
"CREDIT UNIONS IN THE STATE OF IOWA",2
"CREDIT UNIONS IN THE STATE OF WASHINGTON",2
"CREEDMOOR CEMETERY ASSOC",2
"CREMER FOUNDATION",2
"CREPE MYRTLE",2
"CRIME VICTIMS LEGAL ASSISTANCE",2
"CRISIS APPROACH PROGRAMS ASSN INC",2
"CRISPUS ATTUCKS NEIGHBORHOOD DEVELOPMENT ORGANIZATION INC",2
"CRITTENDEN COUNTY HUMANE SOCIETY INCORPORATED",2
"CROATIAN AMERICAN CHAMBER OF COMMERCE NORTHERN CALIFORNIA INC",2
"CROATIAN FRATERNAL UNION OF AMERICA 337 JUTARNJA ZORA",2
"CROATIAN FRATERNAL UNION OF AMERICA 738 BEAVERITES",2
CROMLECH,2
"CROSS IS INC",2
"CROSS OF LIFE EVANGELICAL LUTHERAN CHURCH INCORPORATED",2
"CROSS ROADS CAFE",2
"CROSS-CULTURAL AGENCIES PLUS",2
"CROSSETT MEDI-SERVICE INC",2
